Title,Named-entity,Sentence
Sundar Pichai,Alphabet Inc.,"Alphabet and Google signature           Sundarpichaisignature.svgPichai Sundararajan (born June 10, 1972 He is the chief executive officer (CEO) of Alphabet Inc. and its subsidiary Google."
Sundar Pichai,Google,"Alphabet and Google signature           Sundarpichaisignature.svgPichai Sundararajan (born June 10, 1972 He is the chief executive officer (CEO) of Alphabet Inc. and its subsidiary Google."
Sundar Pichai,Madurai,"Born in Madurai, India, Pichai earned his degree from IIT Kharagpur in metallurgical engineering."
Sundar Pichai,India,"Born in Madurai, India, Pichai earned his degree from IIT Kharagpur in metallurgical engineering."
Sundar Pichai,IIT Kharagpur,"Born in Madurai, India, Pichai earned his degree from IIT Kharagpur in metallurgical engineering."
Sundar Pichai,the United States,"Moving to the United States, he attained an M.S. from Stanford University in materials science and engineering and further attained an MBA from the Wharton School of the University of Pennsylvania, where he was named a Siebel Scholar and a Palmer Scholar, respectively."
Sundar Pichai,M.S.,"Moving to the United States, he attained an M.S. from Stanford University in materials science and engineering and further attained an MBA from the Wharton School of the University of Pennsylvania, where he was named a Siebel Scholar and a Palmer Scholar, respectively."
Sundar Pichai,Stanford University,"Moving to the United States, he attained an M.S. from Stanford University in materials science and engineering and further attained an MBA from the Wharton School of the University of Pennsylvania, where he was named a Siebel Scholar and a Palmer Scholar, respectively."
Sundar Pichai,the Wharton School of the University of Pennsylvania,"Moving to the United States, he attained an M.S. from Stanford University in materials science and engineering and further attained an MBA from the Wharton School of the University of Pennsylvania, where he was named a Siebel Scholar and a Palmer Scholar, respectively."
Sundar Pichai,a Palmer Scholar,"Moving to the United States, he attained an M.S. from Stanford University in materials science and engineering and further attained an MBA from the Wharton School of the University of Pennsylvania, where he was named a Siebel Scholar and a Palmer Scholar, respectively."
Sundar Pichai,McKinsey & Co.,"Following a short stint at the management consulting firm McKinsey & Co., Pichai joined Google in 2004, where he led the product management and innovation efforts for a suite of Google's client software products, including Google Chrome and Chrome OS, as well as being largely responsible for Google Drive."
Sundar Pichai,Google,"Following a short stint at the management consulting firm McKinsey & Co., Pichai joined Google in 2004, where he led the product management and innovation efforts for a suite of Google's client software products, including Google Chrome and Chrome OS, as well as being largely responsible for Google Drive."
Sundar Pichai,2004,"Following a short stint at the management consulting firm McKinsey & Co., Pichai joined Google in 2004, where he led the product management and innovation efforts for a suite of Google's client software products, including Google Chrome and Chrome OS, as well as being largely responsible for Google Drive."
Sundar Pichai,Google,"Following a short stint at the management consulting firm McKinsey & Co., Pichai joined Google in 2004, where he led the product management and innovation efforts for a suite of Google's client software products, including Google Chrome and Chrome OS, as well as being largely responsible for Google Drive."
Sundar Pichai,Google Chrome,"Following a short stint at the management consulting firm McKinsey & Co., Pichai joined Google in 2004, where he led the product management and innovation efforts for a suite of Google's client software products, including Google Chrome and Chrome OS, as well as being largely responsible for Google Drive."
Sundar Pichai,Google Drive,"Following a short stint at the management consulting firm McKinsey & Co., Pichai joined Google in 2004, where he led the product management and innovation efforts for a suite of Google's client software products, including Google Chrome and Chrome OS, as well as being largely responsible for Google Drive."
Sundar Pichai,Gmail,"In addition, he went on to oversee the development of other applications such as Gmail and Google Maps."
Sundar Pichai,2010,"In 2010, Pichai also announced the open-sourcing of the new video codec VP8 by Google and introduced the new video format, WebM. The Chromebook was released in 2012."
Sundar Pichai,Google,"In 2010, Pichai also announced the open-sourcing of the new video codec VP8 by Google and introduced the new video format, WebM. The Chromebook was released in 2012."
Sundar Pichai,Chromebook,"In 2010, Pichai also announced the open-sourcing of the new video codec VP8 by Google and introduced the new video format, WebM. The Chromebook was released in 2012."
Sundar Pichai,2012,"In 2010, Pichai also announced the open-sourcing of the new video codec VP8 by Google and introduced the new video format, WebM. The Chromebook was released in 2012."
Sundar Pichai,2013,"In 2013, Pichai added Android to the list of Google products that he oversaw."
Sundar Pichai,Android,"In 2013, Pichai added Android to the list of Google products that he oversaw."
Sundar Pichai,Google,"Pichai was selected to become the next CEO of Google on August 10, 2015, after previously being appointed Product Chief by CEO Larry Page."
Sundar Pichai,"August 10, 2015","Pichai was selected to become the next CEO of Google on August 10, 2015, after previously being appointed Product Chief by CEO Larry Page."
Sundar Pichai,Larry Page,"Pichai was selected to become the next CEO of Google on August 10, 2015, after previously being appointed Product Chief by CEO Larry Page."
Sundar Pichai,"October 24, 2015","On October 24, 2015, he stepped into the new position at the completion of the formation of Alphabet Inc., the new holding company for the Google company family."
Sundar Pichai,Alphabet Inc.,"On October 24, 2015, he stepped into the new position at the completion of the formation of Alphabet Inc., the new holding company for the Google company family."
Sundar Pichai,Google,"On October 24, 2015, he stepped into the new position at the completion of the formation of Alphabet Inc., the new holding company for the Google company family."
Sundar Pichai,the Alphabet Board of Directors,"He was appointed to the Alphabet Board of Directors in 2017.Pichai was included in Time Early life and education Pichai was born in Madras (now Chennai), Tamil Nadu, India."
Sundar Pichai,2017.Pichai,"He was appointed to the Alphabet Board of Directors in 2017.Pichai was included in Time Early life and education Pichai was born in Madras (now Chennai), Tamil Nadu, India."
Sundar Pichai,Time Early,"He was appointed to the Alphabet Board of Directors in 2017.Pichai was included in Time Early life and education Pichai was born in Madras (now Chennai), Tamil Nadu, India."
Sundar Pichai,Madras,"He was appointed to the Alphabet Board of Directors in 2017.Pichai was included in Time Early life and education Pichai was born in Madras (now Chennai), Tamil Nadu, India."
Sundar Pichai,Chennai,"He was appointed to the Alphabet Board of Directors in 2017.Pichai was included in Time Early life and education Pichai was born in Madras (now Chennai), Tamil Nadu, India."
Sundar Pichai,Tamil Nadu,"He was appointed to the Alphabet Board of Directors in 2017.Pichai was included in Time Early life and education Pichai was born in Madras (now Chennai), Tamil Nadu, India."
Sundar Pichai,India,"He was appointed to the Alphabet Board of Directors in 2017.Pichai was included in Time Early life and education Pichai was born in Madras (now Chennai), Tamil Nadu, India."
Sundar Pichai,Jawahar Vidyalaya,Pichai completed schooling in Jawahar Vidyalaya Senior Secondary School Career Pichai worked in engineering and product management at Applied Materials and in management consulting at McKinsey & Company.
Sundar Pichai,Secondary School Career Pichai,Pichai completed schooling in Jawahar Vidyalaya Senior Secondary School Career Pichai worked in engineering and product management at Applied Materials and in management consulting at McKinsey & Company.
Sundar Pichai,Applied Materials,Pichai completed schooling in Jawahar Vidyalaya Senior Secondary School Career Pichai worked in engineering and product management at Applied Materials and in management consulting at McKinsey & Company.
Sundar Pichai,McKinsey & Company,Pichai completed schooling in Jawahar Vidyalaya Senior Secondary School Career Pichai worked in engineering and product management at Applied Materials and in management consulting at McKinsey & Company.
Sundar Pichai,"March 13, 2013","On March 13, 2013, Pichai added Android to the list of Google products that he oversaw."
Sundar Pichai,Android,"On March 13, 2013, Pichai added Android to the list of Google products that he oversaw."
Sundar Pichai,Android,Android was formerly managed by Andy Rubin.
Sundar Pichai,Andy Rubin,Android was formerly managed by Andy Rubin.
Sundar Pichai,Microsoft,"Pichai had been suggested as a contender for Microsoft's CEO in 2014, a position that was eventually given to Satya Nadella."
Sundar Pichai,2014,"Pichai had been suggested as a contender for Microsoft's CEO in 2014, a position that was eventually given to Satya Nadella."
Sundar Pichai,Satya Nadella,"Pichai had been suggested as a contender for Microsoft's CEO in 2014, a position that was eventually given to Satya Nadella."
Sundar Pichai,April 11,"theguardian.com April 11, 2014.In August 2017, Pichai drew publicity for firing a Google employee who wrote a ten-page Google'manifesto criticizing the company's diversity policies and arguing that ""distribution of preferences and abilities of men and women differ in part due to biological causes and ... these differences may explain why we don't see equal representation of women in tech and leadership""."
Sundar Pichai,August 2017,"theguardian.com April 11, 2014.In August 2017, Pichai drew publicity for firing a Google employee who wrote a ten-page Google'manifesto criticizing the company's diversity policies and arguing that ""distribution of preferences and abilities of men and women differ in part due to biological causes and ... these differences may explain why we don't see equal representation of women in tech and leadership""."
Sundar Pichai,Google,"theguardian.com April 11, 2014.In August 2017, Pichai drew publicity for firing a Google employee who wrote a ten-page Google'manifesto criticizing the company's diversity policies and arguing that ""distribution of preferences and abilities of men and women differ in part due to biological causes and ... these differences may explain why we don't see equal representation of women in tech and leadership""."
Sundar Pichai,ten,"theguardian.com April 11, 2014.In August 2017, Pichai drew publicity for firing a Google employee who wrote a ten-page Google'manifesto criticizing the company's diversity policies and arguing that ""distribution of preferences and abilities of men and women differ in part due to biological causes and ... these differences may explain why we don't see equal representation of women in tech and leadership""."
Sundar Pichai,December 2017,"In December 2017, Pichai was a speaker at the World Internet Conference in China, where he stated that ""a lot of work Google does is to help Chinese companies."
Sundar Pichai,the World Internet Conference,"In December 2017, Pichai was a speaker at the World Internet Conference in China, where he stated that ""a lot of work Google does is to help Chinese companies."
Sundar Pichai,China,"In December 2017, Pichai was a speaker at the World Internet Conference in China, where he stated that ""a lot of work Google does is to help Chinese companies."
Sundar Pichai,Google,"In December 2017, Pichai was a speaker at the World Internet Conference in China, where he stated that ""a lot of work Google does is to help Chinese companies."
Sundar Pichai,Chinese,"In December 2017, Pichai was a speaker at the World Internet Conference in China, where he stated that ""a lot of work Google does is to help Chinese companies."
Sundar Pichai,China,There are many small and medium-sized businesses in China who take advantage of Google to get their products to many other countries outside of China.
Sundar Pichai,China,There are many small and medium-sized businesses in China who take advantage of Google to get their products to many other countries outside of China.
Sundar Pichai,December 2019,"""In December 2019, Pichai became the CEO of Alphabet Inc.Alphabet Inc."
Sundar Pichai,Alphabet Inc.Alphabet Inc.,"""In December 2019, Pichai became the CEO of Alphabet Inc.Alphabet Inc."
Sundar Pichai,December 2020,"In December 2020, Pichai delivered a speech virtually at the Singapore FinTech Festival emphasizing inclusive digital economy.::The coronavirus outbreak has sped up the adoption of digital tools and trends by years........Southeast Asia's Internet economy is currently on the verge of a massive transformation......more than 40 million people in the region connected to the Internet for the first time in 2020  four times as many as the year before......while Covid has accelerated the use of digital tools, it's also exposed how many people are still left behind......some 1.7 billion people around the world are still unbanked, a huge portion of African households do not have access to broadband and millions of women entrepreneurs lack the same access to opportunity as their male counterparts."
Sundar Pichai,the Singapore FinTech Festival,"In December 2020, Pichai delivered a speech virtually at the Singapore FinTech Festival emphasizing inclusive digital economy.::The coronavirus outbreak has sped up the adoption of digital tools and trends by years........Southeast Asia's Internet economy is currently on the verge of a massive transformation......more than 40 million people in the region connected to the Internet for the first time in 2020  four times as many as the year before......while Covid has accelerated the use of digital tools, it's also exposed how many people are still left behind......some 1.7 billion people around the world are still unbanked, a huge portion of African households do not have access to broadband and millions of women entrepreneurs lack the same access to opportunity as their male counterparts."
Sundar Pichai,years,"In December 2020, Pichai delivered a speech virtually at the Singapore FinTech Festival emphasizing inclusive digital economy.::The coronavirus outbreak has sped up the adoption of digital tools and trends by years........Southeast Asia's Internet economy is currently on the verge of a massive transformation......more than 40 million people in the region connected to the Internet for the first time in 2020  four times as many as the year before......while Covid has accelerated the use of digital tools, it's also exposed how many people are still left behind......some 1.7 billion people around the world are still unbanked, a huge portion of African households do not have access to broadband and millions of women entrepreneurs lack the same access to opportunity as their male counterparts."
Sundar Pichai,Southeast Asia's,"In December 2020, Pichai delivered a speech virtually at the Singapore FinTech Festival emphasizing inclusive digital economy.::The coronavirus outbreak has sped up the adoption of digital tools and trends by years........Southeast Asia's Internet economy is currently on the verge of a massive transformation......more than 40 million people in the region connected to the Internet for the first time in 2020  four times as many as the year before......while Covid has accelerated the use of digital tools, it's also exposed how many people are still left behind......some 1.7 billion people around the world are still unbanked, a huge portion of African households do not have access to broadband and millions of women entrepreneurs lack the same access to opportunity as their male counterparts."
Sundar Pichai,more than 40 million,"In December 2020, Pichai delivered a speech virtually at the Singapore FinTech Festival emphasizing inclusive digital economy.::The coronavirus outbreak has sped up the adoption of digital tools and trends by years........Southeast Asia's Internet economy is currently on the verge of a massive transformation......more than 40 million people in the region connected to the Internet for the first time in 2020  four times as many as the year before......while Covid has accelerated the use of digital tools, it's also exposed how many people are still left behind......some 1.7 billion people around the world are still unbanked, a huge portion of African households do not have access to broadband and millions of women entrepreneurs lack the same access to opportunity as their male counterparts."
Sundar Pichai,first,"In December 2020, Pichai delivered a speech virtually at the Singapore FinTech Festival emphasizing inclusive digital economy.::The coronavirus outbreak has sped up the adoption of digital tools and trends by years........Southeast Asia's Internet economy is currently on the verge of a massive transformation......more than 40 million people in the region connected to the Internet for the first time in 2020  four times as many as the year before......while Covid has accelerated the use of digital tools, it's also exposed how many people are still left behind......some 1.7 billion people around the world are still unbanked, a huge portion of African households do not have access to broadband and millions of women entrepreneurs lack the same access to opportunity as their male counterparts."
Sundar Pichai,2020,"In December 2020, Pichai delivered a speech virtually at the Singapore FinTech Festival emphasizing inclusive digital economy.::The coronavirus outbreak has sped up the adoption of digital tools and trends by years........Southeast Asia's Internet economy is currently on the verge of a massive transformation......more than 40 million people in the region connected to the Internet for the first time in 2020  four times as many as the year before......while Covid has accelerated the use of digital tools, it's also exposed how many people are still left behind......some 1.7 billion people around the world are still unbanked, a huge portion of African households do not have access to broadband and millions of women entrepreneurs lack the same access to opportunity as their male counterparts."
Sundar Pichai,four,"In December 2020, Pichai delivered a speech virtually at the Singapore FinTech Festival emphasizing inclusive digital economy.::The coronavirus outbreak has sped up the adoption of digital tools and trends by years........Southeast Asia's Internet economy is currently on the verge of a massive transformation......more than 40 million people in the region connected to the Internet for the first time in 2020  four times as many as the year before......while Covid has accelerated the use of digital tools, it's also exposed how many people are still left behind......some 1.7 billion people around the world are still unbanked, a huge portion of African households do not have access to broadband and millions of women entrepreneurs lack the same access to opportunity as their male counterparts."
Sundar Pichai,as many as,"In December 2020, Pichai delivered a speech virtually at the Singapore FinTech Festival emphasizing inclusive digital economy.::The coronavirus outbreak has sped up the adoption of digital tools and trends by years........Southeast Asia's Internet economy is currently on the verge of a massive transformation......more than 40 million people in the region connected to the Internet for the first time in 2020  four times as many as the year before......while Covid has accelerated the use of digital tools, it's also exposed how many people are still left behind......some 1.7 billion people around the world are still unbanked, a huge portion of African households do not have access to broadband and millions of women entrepreneurs lack the same access to opportunity as their male counterparts."
Sundar Pichai,the year before,"In December 2020, Pichai delivered a speech virtually at the Singapore FinTech Festival emphasizing inclusive digital economy.::The coronavirus outbreak has sped up the adoption of digital tools and trends by years........Southeast Asia's Internet economy is currently on the verge of a massive transformation......more than 40 million people in the region connected to the Internet for the first time in 2020  four times as many as the year before......while Covid has accelerated the use of digital tools, it's also exposed how many people are still left behind......some 1.7 billion people around the world are still unbanked, a huge portion of African households do not have access to broadband and millions of women entrepreneurs lack the same access to opportunity as their male counterparts."
Sundar Pichai,Covid,"In December 2020, Pichai delivered a speech virtually at the Singapore FinTech Festival emphasizing inclusive digital economy.::The coronavirus outbreak has sped up the adoption of digital tools and trends by years........Southeast Asia's Internet economy is currently on the verge of a massive transformation......more than 40 million people in the region connected to the Internet for the first time in 2020  four times as many as the year before......while Covid has accelerated the use of digital tools, it's also exposed how many people are still left behind......some 1.7 billion people around the world are still unbanked, a huge portion of African households do not have access to broadband and millions of women entrepreneurs lack the same access to opportunity as their male counterparts."
Sundar Pichai,some 1.7 billion,"In December 2020, Pichai delivered a speech virtually at the Singapore FinTech Festival emphasizing inclusive digital economy.::The coronavirus outbreak has sped up the adoption of digital tools and trends by years........Southeast Asia's Internet economy is currently on the verge of a massive transformation......more than 40 million people in the region connected to the Internet for the first time in 2020  four times as many as the year before......while Covid has accelerated the use of digital tools, it's also exposed how many people are still left behind......some 1.7 billion people around the world are still unbanked, a huge portion of African households do not have access to broadband and millions of women entrepreneurs lack the same access to opportunity as their male counterparts."
Sundar Pichai,African,"In December 2020, Pichai delivered a speech virtually at the Singapore FinTech Festival emphasizing inclusive digital economy.::The coronavirus outbreak has sped up the adoption of digital tools and trends by years........Southeast Asia's Internet economy is currently on the verge of a massive transformation......more than 40 million people in the region connected to the Internet for the first time in 2020  four times as many as the year before......while Covid has accelerated the use of digital tools, it's also exposed how many people are still left behind......some 1.7 billion people around the world are still unbanked, a huge portion of African households do not have access to broadband and millions of women entrepreneurs lack the same access to opportunity as their male counterparts."
Sundar Pichai,millions,"In December 2020, Pichai delivered a speech virtually at the Singapore FinTech Festival emphasizing inclusive digital economy.::The coronavirus outbreak has sped up the adoption of digital tools and trends by years........Southeast Asia's Internet economy is currently on the verge of a massive transformation......more than 40 million people in the region connected to the Internet for the first time in 2020  four times as many as the year before......while Covid has accelerated the use of digital tools, it's also exposed how many people are still left behind......some 1.7 billion people around the world are still unbanked, a huge portion of African households do not have access to broadband and millions of women entrepreneurs lack the same access to opportunity as their male counterparts."
Sundar Pichai,post-Covid,"Pichai said at the conclusion of his speech,::Our goal for the post-Covid world is to ensure the benefits of technology can be shared, as widely and equitably as possible."
Sundar Pichai,2020,"If we can do that, 2020 will be remembered not as the end of the world, but the beginning of a world that works better for everyone.:In May 2021, Pichai talked about technology and AI with Marques Brownlee aka MKBHD."
Sundar Pichai,May 2021,"If we can do that, 2020 will be remembered not as the end of the world, but the beginning of a world that works better for everyone.:In May 2021, Pichai talked about technology and AI with Marques Brownlee aka MKBHD."
Sundar Pichai,Marques Brownlee,"If we can do that, 2020 will be remembered not as the end of the world, but the beginning of a world that works better for everyone.:In May 2021, Pichai talked about technology and AI with Marques Brownlee aka MKBHD."
Sundar Pichai,MKBHD,"If we can do that, 2020 will be remembered not as the end of the world, but the beginning of a world that works better for everyone.:In May 2021, Pichai talked about technology and AI with Marques Brownlee aka MKBHD."
Sundar Pichai,U.S. Congressional,"U.S. Congressional testimony On December 11, 2018, Sundar Pichai was questioned by the U.S. House Judiciary Committee on a range of Google-related issues such as possible political bias on Google's platforms, the company's alleged plans for a ""censored search app"" in China, and its privacy practices."
Sundar Pichai,"December 11, 2018","U.S. Congressional testimony On December 11, 2018, Sundar Pichai was questioned by the U.S. House Judiciary Committee on a range of Google-related issues such as possible political bias on Google's platforms, the company's alleged plans for a ""censored search app"" in China, and its privacy practices."
Sundar Pichai,Sundar Pichai,"U.S. Congressional testimony On December 11, 2018, Sundar Pichai was questioned by the U.S. House Judiciary Committee on a range of Google-related issues such as possible political bias on Google's platforms, the company's alleged plans for a ""censored search app"" in China, and its privacy practices."
Sundar Pichai,the U.S. House Judiciary Committee,"U.S. Congressional testimony On December 11, 2018, Sundar Pichai was questioned by the U.S. House Judiciary Committee on a range of Google-related issues such as possible political bias on Google's platforms, the company's alleged plans for a ""censored search app"" in China, and its privacy practices."
Sundar Pichai,Google,"U.S. Congressional testimony On December 11, 2018, Sundar Pichai was questioned by the U.S. House Judiciary Committee on a range of Google-related issues such as possible political bias on Google's platforms, the company's alleged plans for a ""censored search app"" in China, and its privacy practices."
Sundar Pichai,China,"U.S. Congressional testimony On December 11, 2018, Sundar Pichai was questioned by the U.S. House Judiciary Committee on a range of Google-related issues such as possible political bias on Google's platforms, the company's alleged plans for a ""censored search app"" in China, and its privacy practices."
Sundar Pichai,October 2020,"In October 2020, the United States Senate Committee on Commerce, Science, and Transportation unanimously voted in favor of, and on a bipartisan basis, to subpoena Pichai, along with the CEOs of Facebook and Twitter, to testify before the committee in response to lawmakers' concerns over the technology industry's exemption from Section 230 of the Communications Decency Act of 1934."
Sundar Pichai,United States,"In October 2020, the United States Senate Committee on Commerce, Science, and Transportation unanimously voted in favor of, and on a bipartisan basis, to subpoena Pichai, along with the CEOs of Facebook and Twitter, to testify before the committee in response to lawmakers' concerns over the technology industry's exemption from Section 230 of the Communications Decency Act of 1934."
Sundar Pichai,"Senate Committee on Commerce, Science","In October 2020, the United States Senate Committee on Commerce, Science, and Transportation unanimously voted in favor of, and on a bipartisan basis, to subpoena Pichai, along with the CEOs of Facebook and Twitter, to testify before the committee in response to lawmakers' concerns over the technology industry's exemption from Section 230 of the Communications Decency Act of 1934."
Sundar Pichai,Transportation,"In October 2020, the United States Senate Committee on Commerce, Science, and Transportation unanimously voted in favor of, and on a bipartisan basis, to subpoena Pichai, along with the CEOs of Facebook and Twitter, to testify before the committee in response to lawmakers' concerns over the technology industry's exemption from Section 230 of the Communications Decency Act of 1934."
Sundar Pichai,Facebook,"In October 2020, the United States Senate Committee on Commerce, Science, and Transportation unanimously voted in favor of, and on a bipartisan basis, to subpoena Pichai, along with the CEOs of Facebook and Twitter, to testify before the committee in response to lawmakers' concerns over the technology industry's exemption from Section 230 of the Communications Decency Act of 1934."
Sundar Pichai,Twitter,"In October 2020, the United States Senate Committee on Commerce, Science, and Transportation unanimously voted in favor of, and on a bipartisan basis, to subpoena Pichai, along with the CEOs of Facebook and Twitter, to testify before the committee in response to lawmakers' concerns over the technology industry's exemption from Section 230 of the Communications Decency Act of 1934."
Sundar Pichai,Section 230 of the Communications Decency Act,"In October 2020, the United States Senate Committee on Commerce, Science, and Transportation unanimously voted in favor of, and on a bipartisan basis, to subpoena Pichai, along with the CEOs of Facebook and Twitter, to testify before the committee in response to lawmakers' concerns over the technology industry's exemption from Section 230 of the Communications Decency Act of 1934."
Sundar Pichai,1934,"In October 2020, the United States Senate Committee on Commerce, Science, and Transportation unanimously voted in favor of, and on a bipartisan basis, to subpoena Pichai, along with the CEOs of Facebook and Twitter, to testify before the committee in response to lawmakers' concerns over the technology industry's exemption from Section 230 of the Communications Decency Act of 1934."
Sundar Pichai,2022,"Awards and recognition In 2022, Pichai received the Padma Bhushan from the Government of India, its third-highest civilian award."
Sundar Pichai,the Government of India,"Awards and recognition In 2022, Pichai received the Padma Bhushan from the Government of India, its third-highest civilian award."
Sundar Pichai,third,"Awards and recognition In 2022, Pichai received the Padma Bhushan from the Government of India, its third-highest civilian award."
Sundar Pichai,Anjali Pichai,Personal life Pichai is married to Anjali Pichai and has two children.
Sundar Pichai,two,Personal life Pichai is married to Anjali Pichai and has two children.
Sundar Pichai,Sundar Pichai's,"References  External links   [ ""Sundar Pichai's rise to fame in 90 seconds""], Tech Gurus, The Daily Telegraph"
Sundar Pichai,90 seconds,"References  External links   [ ""Sundar Pichai's rise to fame in 90 seconds""], Tech Gurus, The Daily Telegraph"
Sundar Pichai,Tech Gurus,"References  External links   [ ""Sundar Pichai's rise to fame in 90 seconds""], Tech Gurus, The Daily Telegraph"
